data_venda,dim_produto_id,dim_vendedor_id,quantidade,valor_total,custo_venda
2023-08-15 15:52:35,98,9,6,161.8098564792955,93.22980147973952
2023-03-23 09:56:31,54,10,1,33.496889332178995,15.448954940783093
2023-05-04 14:46:11,93,11,5,38.316418397513914,19.043221922867776
2023-07-10 15:21:59,89,5,1,36.598334068239325,19.201821983678457
2023-05-06 05:34:56,51,9,6,109.81310052192852,49.833761322627474
2023-04-16 20:38:04,13,2,9,140.30860207282677,57.25019888241189
2023-06-26 10:39:00,87,18,7,266.0365186285591,137.9518759330035
2023-03-13 13:38:42,3,17,10,325.216607967727,162.04352806728465
2023-05-29 18:45:40,96,17,8,72.3338216264479,38.88973344624617
2023-02-07 15:39:01,55,19,4,73.99111329387048,39.24428434120438
2023-05-04 23:50:01,10,20,10,476.27261444492655,246.00687255360586
2023-06-20 01:46:14,81,5,1,43.07583653332564,23.4242041039495
2023-03-06 10:36:23,99,19,8,265.95945970692725,137.26475129427675
2023-05-08 18:07:59,52,20,7,103.8334350744671,44.66083379705558
2023-04-25 02:19:29,84,2,6,114.75644587878577,58.4123917487837
2023-08-12 00:29:41,35,14,8,372.15738896465507,172.8535241363352
2023-03-29 04:01:54,60,6,10,404.02383535522586,198.0555986935936
2023-03-20 15:20:03,97,14,8,312.22984471489605,142.83734346093223
2023-08-10 16:52:37,56,15,4,174.30668044794623,84.69110504249753
2023-03-01 17:56:05,99,8,10,118.61080633036255,51.46873784159404
2023-06-27 18:23:14,100,4,7,235.01210588040126,103.30366283377435
2023-01-26 01:01:14,17,11,9,227.90500799082986,135.1225883220198
2023-01-29 06:43:41,57,20,4,170.39206649160997,93.7733849529423
2023-05-25 12:23:49,3,14,6,272.4168295728514,115.99518827446369
2023-06-26 02:52:05,99,7,5,96.05209076697719,47.899222471420515
2023-06-28 16:11:10,24,13,10,239.0267628044607,121.8570303486214
2023-01-19 12:03:43,17,14,9,261.6456738619138,130.42305478766048
2023-04-20 15:09:46,19,13,9,222.30039136320875,107.49597653595225
2023-05-05 02:20:02,32,14,10,369.6559594224509,187.96414820504688
2023-02-28 14:38:24,94,16,10,473.01090814645966,260.28138271204125
2023-03-17 10:29:32,40,2,8,261.80371904683375,104.93469235820389
2023-06-03 14:29:30,36,20,5,222.7661637501372,120.24131146604462
2023-01-26 14:33:26,62,6,5,25.452729030475503,12.772455963386612
2023-02-19 09:18:39,71,5,3,137.53506443920412,66.11324008693829
2023-03-15 08:54:14,60,9,1,6.618795399843682,3.3733767215566397
2023-04-15 15:10:26,82,9,3,131.64107828894356,65.4267021577324
2023-02-03 17:34:46,100,20,10,293.5716613367331,143.362250730786
2023-04-20 05:04:56,15,15,10,377.882830792604,159.06887777318957
2023-05-22 07:05:55,23,9,10,470.11902857518965,268.87465757929573
2023-03-06 23:39:56,28,10,1,16.392319756844298,7.622657468695017
2023-06-06 02:31:17,72,7,10,262.62419601785473,106.72050995932436
2023-08-16 03:34:36,40,1,10,325.1087301970796,169.0715075678893
2023-04-18 07:36:49,96,6,4,94.7879262939704,53.951226914352354
2023-02-13 03:44:22,97,16,2,69.95715862672546,37.39401983038948
2023-05-25 20:13:13,13,14,1,43.022251527538295,24.653657315933806
2023-03-19 13:53:44,22,9,1,13.91288333745897,6.3924295166255485
2023-01-02 01:47:56,20,3,1,12.209113998088675,6.562190560988013
2023-03-13 22:17:12,45,13,2,45.641092506751576,21.990523451075983
2023-02-27 14:22:33,65,13,8,130.6718314889714,52.85746567160683
2023-01-26 00:08:38,30,9,10,394.46356949481185,166.96762335726788
2023-05-02 16:08:47,69,6,3,96.80381394934219,38.96856529884359
2023-08-08 17:13:02,54,13,10,286.8005771271902,136.87109903963454
2023-05-16 15:48:27,45,2,10,281.52690967298435,124.68018832539028
2023-02-26 19:38:31,86,19,7,179.92560244641345,80.81206731783028
2023-05-05 04:50:06,57,10,7,134.2887451162863,58.576379893956144
2023-03-14 14:16:57,99,13,10,103.69628851701268,53.19648862302804
2023-05-31 13:42:51,34,8,6,63.61599619421847,26.73801127852878
2023-04-21 15:01:43,42,12,6,215.55135486761597,128.26845891572836
2023-01-30 13:03:34,9,20,8,179.18387541297622,73.90514267710263
2023-05-10 16:06:27,58,15,8,289.54400038313025,128.05421691656898
2023-06-28 16:34:03,95,1,8,375.983209835504,160.91560970974294
2023-08-16 08:34:56,62,4,6,95.35676103835374,43.07847096393372
2023-08-03 17:45:50,47,7,4,86.37703829683937,50.771549838166166
2023-06-30 03:06:39,89,16,7,198.15741760245814,102.63722454110346
2023-05-30 12:54:30,71,5,3,73.9031252575813,42.03835579043301
2023-06-24 04:11:36,66,11,7,222.23734531061186,101.72560281975404
2023-05-20 09:06:56,44,6,3,19.63247847389541,11.071062965314804
2023-01-09 11:19:47,42,10,4,68.91817559294986,31.843112625521012
2023-02-22 11:33:02,20,1,5,78.22372623722057,35.51849887151642
2023-05-04 16:02:57,1,18,1,45.86500251664173,25.097768250768887
2023-02-07 21:07:33,37,10,1,27.158619293596317,11.838757764778343
2023-02-24 23:55:08,100,15,5,103.19228148739793,42.609197204209416
2023-04-28 01:39:45,97,15,10,273.70086117054063,147.0416986718977
2023-05-16 10:48:04,71,15,8,367.62649722207163,215.28602575073248
2023-06-26 05:07:55,29,9,6,40.920694685878445,20.306487843422463
2023-04-07 14:13:49,60,5,3,17.253582257944185,9.569327956638652
2023-01-20 13:46:07,98,14,6,266.617397950637,131.41198753615438
2023-01-12 01:37:47,88,2,1,10.057129922285261,5.578616790822568
2023-02-09 06:33:20,35,17,1,46.16376475547096,25.652815787974028
2023-06-08 18:16:35,28,16,7,148.40598314665016,63.95465330880954
2023-05-24 10:05:38,70,5,7,144.40336883599218,68.88092986814556
2023-04-14 16:32:13,37,20,8,285.7567553062514,123.47368448620045
2023-07-14 01:43:15,54,20,4,66.14772561086272,38.04762536314652
2023-07-18 06:51:56,98,10,10,317.64335594303407,188.98605347950985
2023-04-02 12:52:29,82,16,4,69.93870409116417,31.262292115820685
2023-05-08 05:41:33,71,17,10,362.22368320070825,157.15745949855713
2023-04-16 06:57:59,75,7,1,42.94965249280479,22.21047841771808
2023-03-13 03:40:38,65,17,4,181.67893264757097,76.55141330645527
2023-06-17 01:06:59,10,15,6,284.15523817537803,128.42324596368047
2023-04-20 00:00:47,51,20,5,224.2170387740867,126.94405408305288
2023-02-02 17:06:09,100,14,3,58.26906536148347,26.573720293738564
2023-06-01 12:36:52,90,18,10,276.1919012258089,117.68262224568794
2023-07-10 03:02:26,40,20,10,241.07759668954512,113.83388718474595
2023-06-30 07:49:28,99,20,10,266.2107972323979,149.46519765739004
2023-06-20 23:05:24,96,15,7,165.0393989221247,90.049883584581
2023-04-29 06:07:12,67,16,8,234.49721531078748,110.26881534677223
2023-07-05 00:07:12,11,9,1,30.19298855325564,12.817201239899644
2023-07-22 16:33:51,31,6,4,29.880379518051285,14.322604085649965
2023-05-28 18:26:05,74,20,5,187.1628733703455,81.03212421142143
2023-02-14 16:47:26,64,7,4,85.28045593658683,35.96139023812711
2023-08-11 12:34:27,71,8,6,158.34072871755794,77.56043868619136
2023-01-13 12:02:29,94,8,2,15.605879425383964,8.037670158870844
2023-04-12 18:40:44,20,17,9,152.6618656544303,67.678402062173
2023-03-20 21:17:55,42,9,10,288.7508603135945,127.93248179160298
2023-04-08 13:56:11,45,9,10,286.6995990714771,120.0318922533203
2023-05-18 01:07:40,25,8,5,181.57401617273626,78.98912162274598
2023-06-25 21:38:12,25,4,8,87.47019951311026,41.25440090187576
2023-08-07 08:15:04,14,1,1,39.06157471485978,21.718601006721617
2023-07-20 05:09:38,68,12,4,49.83400487810664,24.983806702615446
2023-03-22 19:35:48,87,1,9,192.5740989085461,87.26833860502121
2023-03-11 20:27:37,92,10,10,417.3794144683508,215.22843450715962
2023-01-31 00:11:03,14,14,1,34.26309523877738,19.90884238287668
2023-06-29 09:33:57,42,11,6,41.720017721440776,21.66565254518539
2023-06-01 02:57:07,77,12,8,79.94987050687894,37.98317231466901
2023-04-27 11:07:14,60,8,3,20.28187879104028,11.875456244770671
2023-03-31 11:58:04,35,17,3,83.61665666220102,36.46188914987054
2023-05-25 08:30:24,26,6,8,221.50432231716235,93.32122231307122
2023-01-03 14:10:14,47,7,1,31.62643465527057,13.499293588443024
2023-03-15 19:08:02,38,18,4,53.621472917351376,27.73778834832656
2023-04-11 12:20:10,32,18,4,198.87579799519187,88.76687660405496
2023-01-16 07:00:59,82,17,2,77.89249973236095,33.71122297057454
2023-07-01 19:02:57,1,15,1,29.5180354963663,14.570357934454414
2023-01-21 12:54:39,66,18,6,140.7806133057138,78.61003693658795
2023-02-09 05:29:51,57,18,8,369.65579133735747,149.88622701440508
2023-05-20 15:47:26,90,15,3,137.44452785866198,76.14264907398808
2023-01-25 07:11:34,22,18,5,194.27087351524062,107.0107026629641
2023-05-06 16:49:01,28,11,4,135.37862209178502,58.1713828025206
2023-05-28 23:18:38,85,10,3,146.3724268314515,73.11820514479905
2023-08-13 12:16:53,34,15,10,246.20540861190338,112.67737573846863
2023-07-31 18:44:18,86,19,2,54.27797412224844,29.471637683490528
2023-05-05 04:42:03,87,18,5,25.84340807864805,15.284999158176104
2023-05-17 01:47:27,42,17,2,33.44061726703889,14.145703354084137
2023-02-25 05:44:29,41,3,5,130.38821925423343,65.42111425099127
2023-04-14 07:31:16,26,9,10,393.2872005354643,162.14090355552418
2023-05-20 18:43:37,82,13,1,15.124108163106799,8.745724557719885
2023-06-07 09:55:25,31,4,7,283.1683368169403,116.29670045774101
2023-02-16 22:32:21,63,1,1,49.62770171072589,21.062871569772845
2023-06-14 04:14:19,66,6,9,367.81539872892154,217.04327230599654
2023-01-27 19:27:53,29,7,3,140.10327899160075,73.51238160887377
2023-01-17 07:26:32,50,19,10,138.5198850350363,59.42128213777188
2023-03-30 01:58:09,49,10,1,16.11834544948293,7.493536965847436
2023-06-01 11:00:42,100,17,3,55.0094375156869,27.22073617347902
2023-05-11 23:41:22,27,20,10,255.00144750476326,110.19381715485521
2023-05-03 00:34:18,78,16,6,127.6259167532557,73.53012592755533
2023-08-01 22:47:05,27,19,8,196.79663984181263,113.89612578579033
2023-02-23 01:57:07,16,11,8,196.58072111800635,106.11489577400862
2023-06-10 12:59:31,29,13,8,42.23981456932579,20.247125851076525
2023-03-24 18:39:56,56,17,4,25.671800991928627,11.200917875883187
2023-01-04 06:22:31,86,14,8,343.1101637181714,172.11824185453924
2023-07-13 06:01:13,89,1,7,119.29266507930964,68.07264669518678
2023-07-10 00:11:27,14,3,10,311.9939779792657,152.98740879644387
2023-05-18 16:31:53,69,2,9,61.080239884242545,29.396248760885594
2023-01-20 19:24:23,40,16,5,237.2827566680877,112.35246521475386
2023-07-17 13:23:27,5,15,1,39.494091707810966,17.1899876058321
2023-05-22 11:47:53,1,17,6,92.39460296217139,47.81462044576202
2023-03-28 18:45:48,17,4,3,22.85995335815346,13.15731408534637
2023-04-22 04:39:18,47,11,5,97.96196765909443,55.71506383076986
2023-01-04 13:34:25,12,12,7,83.08302030586738,36.93274952387711
2023-02-25 14:36:23,42,5,10,338.6246997012264,192.36674774527665
2023-07-12 14:26:56,74,1,1,8.248983067563529,4.467792292577528
2023-01-08 10:21:39,11,9,3,74.594307767764,39.27966949112776
2023-04-28 18:44:26,20,16,7,289.6795707489583,159.7301497046824
2023-06-12 05:39:12,64,16,5,140.39302892116993,81.23241907073376
2023-03-16 15:14:39,37,8,3,92.2410210580451,54.738412394890936
2023-04-21 00:54:47,65,19,2,74.46705284525319,37.816869108113764
2023-06-06 19:19:50,98,20,6,45.615715474219655,23.97165990757699
2023-02-21 23:29:04,96,19,9,86.45371204644411,36.90327547012489
2023-03-24 01:42:41,95,1,9,388.71071469430854,194.31596006233787
2023-01-15 13:08:33,97,6,4,85.31560647914534,49.27302733979924
2023-02-20 00:58:27,95,2,10,203.90405156141918,99.23129559359774
2023-02-06 10:03:01,17,20,10,185.43665745053147,78.00364359799772
2023-08-15 07:00:27,39,13,7,288.8406138139967,127.9981525393514
2023-06-22 20:22:04,21,17,9,436.4029121216096,251.9609992684929
2023-05-24 10:37:35,46,7,7,268.89252251921044,157.36723149457842
2023-02-15 04:41:24,10,12,4,102.34124014598476,42.35346448306719
2023-04-29 10:33:19,61,15,9,397.01547409016183,210.42320984437112
2023-01-06 06:19:17,97,12,5,182.9959266932196,86.0753947556485
2023-06-19 11:27:16,90,16,3,141.93764014044706,78.34919219626529
2023-01-13 16:45:07,55,8,9,380.1985509678438,166.2620118823725
2023-06-27 11:40:18,10,14,5,132.79050454766485,57.00504374976937
2023-07-22 12:06:14,20,2,4,70.30107452879898,34.25882368411498
2023-03-20 09:58:20,90,5,5,156.14666095941152,75.97680940625649
2023-03-26 22:24:31,13,5,7,113.65374621353682,48.356931087166444
2023-01-13 14:38:19,65,1,8,103.82130440324104,46.45962601663061
2023-06-04 16:40:44,3,10,6,37.92885702251536,21.949191784082938
2023-02-06 19:18:57,45,10,8,355.20687847556127,182.95022054909984
2023-03-22 10:22:19,5,15,7,286.27742433077225,152.03088758690717
2023-04-14 18:34:28,53,18,5,208.52391312275495,86.99521237398056
2023-06-06 19:47:04,23,8,7,312.017077626313,179.80108395367407
2023-03-14 09:27:48,1,3,4,84.95114775319878,48.989032976457786
2023-05-03 07:26:56,35,17,4,87.3134936011621,45.70555464279731
2023-05-20 16:42:17,9,9,5,26.664577688951887,15.647025097371229
2023-01-07 18:24:44,73,17,4,148.66696397149622,62.107870537680384
2023-05-22 04:16:07,5,1,8,176.5765553185633,94.5311690322169
2023-04-29 13:35:48,29,6,2,57.34579646515218,34.07337174178552
2023-07-09 16:15:31,3,1,2,79.83807332252051,41.256626385165795
2023-08-05 05:35:47,78,9,5,173.57501798437983,76.56626093300879
2023-08-13 18:05:55,67,17,2,97.10506806130067,39.43614292827262
2023-01-12 17:41:10,100,16,10,132.03754723073456,78.10281795154648
2023-05-01 06:12:36,84,10,1,26.627911429622007,11.10406403782407
2023-01-18 22:45:24,82,8,7,292.7177036203181,146.87398093113984
2023-02-23 16:01:17,14,2,8,275.8216550670886,133.9786670299087
2023-03-14 02:56:23,51,3,8,66.41507846193358,32.321564028778
2023-07-15 20:06:37,75,16,7,53.97024432594986,23.61442593582815
2023-06-18 18:13:21,14,3,8,297.69119859992225,167.21379814300352
2023-07-27 18:12:53,36,14,1,6.146523170992442,2.7041979145397854
2023-05-24 16:00:22,74,12,2,64.65220798509603,31.468137642570117
2023-01-21 19:13:08,51,6,9,75.94492307532568,34.528319221942894
2023-03-16 03:19:28,75,7,4,186.70531855891556,83.76219236671359
2023-08-01 13:18:57,56,5,10,112.50774924726775,59.08237354991191
2023-06-27 19:39:28,70,2,9,363.5066138264937,204.4008163215367
2023-08-04 09:43:28,10,15,3,28.241407987176316,15.400677879555335
2023-07-26 10:02:17,45,6,4,92.35536607846481,46.63603433585251
2023-07-02 18:29:01,62,2,5,50.1285510866535,25.333193639836175
2023-04-26 19:52:15,73,16,5,119.38414458558657,58.242363185110186
2023-06-16 15:09:36,70,14,2,28.11561607799458,13.077758201782322
2023-05-17 02:01:54,1,5,6,289.0625662106524,122.30599354531677
2023-07-26 21:57:00,24,19,2,16.94096288969638,9.88873030863943
2023-03-19 12:21:55,78,7,1,39.73575271481884,16.608082040508343
2023-05-30 11:12:15,100,3,8,286.83487222074353,131.50421494726348
2023-05-25 13:40:09,100,16,3,128.43016133378745,74.70369939508168
2023-02-04 12:21:03,50,17,2,13.65998587262119,5.889133070727575
2023-04-18 23:02:54,92,6,6,227.21197963489362,115.36221583356054
2023-06-20 11:13:22,84,15,6,134.7630604626275,73.69983533165455
2023-01-13 19:51:52,53,10,9,122.80423740780688,62.02327166807778
2023-04-30 15:12:58,11,7,3,145.15932529547754,65.01047374658975
2023-07-20 00:15:01,85,6,8,207.5956878156765,90.76373370404085
2023-03-18 09:59:55,51,7,6,270.7553494093203,128.81277188187542
2023-05-28 13:34:35,83,12,5,160.9843628050731,73.45475949863581
2023-06-23 08:04:29,11,20,6,87.80997138248382,38.022602385340285
2023-03-29 00:18:24,4,12,2,72.17097566784005,36.02654871332908
2023-04-01 12:35:39,39,14,1,15.758117092701948,7.866331096431659
2023-03-15 09:28:01,6,12,5,103.54094777249692,51.49448426383723
2023-05-17 14:40:31,97,19,5,68.61174301789104,28.88018337959066
2023-04-05 19:35:01,32,15,5,157.09852983771347,77.68388442175898
2023-06-08 22:07:38,11,18,4,141.46227100755553,69.26875704194993
2023-03-13 04:25:04,7,20,10,349.3982452541115,147.22393754211626
2023-03-07 05:39:40,66,4,3,23.36410436736947,12.09209086267446
2023-03-05 19:25:30,23,7,6,55.988257632350525,29.039067160599945
2023-03-06 08:05:29,93,9,9,272.9048687672402,144.73643861407334
2023-06-20 13:56:05,7,11,6,294.7545428512965,120.65681725189165
2023-02-14 15:14:34,26,14,2,64.795904310494,36.8503992991728
2023-03-14 18:50:43,99,14,3,94.74803367604214,40.73770393926089
2023-04-24 19:48:06,81,3,5,34.925904656231396,20.705397567287438
2023-03-06 10:54:19,12,15,5,245.78788256782218,113.41448308852603
2023-02-22 23:41:15,17,18,5,120.11816461283018,58.64408729265426
2023-04-25 08:48:41,62,3,3,131.84914691905175,55.000126048204855
2023-05-08 00:53:04,79,1,7,342.37486246989613,145.8621082353329
2023-08-09 08:40:55,9,13,7,38.68032103918957,19.842703188754967
2023-03-09 20:55:25,12,18,9,46.50978649524295,23.0744310083404
2023-06-06 02:17:50,84,14,6,176.69898082632065,82.8962686817952
2023-04-19 15:45:40,62,17,2,85.22580130598264,39.65026284074528
2023-02-09 02:57:14,16,5,4,64.69836668702736,37.700943286154406
2023-02-07 01:31:16,92,7,9,176.2313917326457,74.18327761859649
2023-02-05 13:58:36,64,20,2,75.29284012197427,39.013022988608576
2023-06-14 19:24:46,57,1,1,37.278862852412864,17.406712565062726
2023-01-05 23:17:48,61,10,10,346.16200218320836,154.80133037380358
2023-04-10 13:04:26,78,16,4,50.30717182052627,25.267472001164933
2023-08-12 18:04:34,64,11,9,412.9519725969029,166.9313282843968
2023-07-08 17:45:42,58,13,1,35.78619656002037,20.820380927780807
2023-08-12 02:05:41,80,2,4,41.70232965804515,17.70026517322471
2023-06-06 17:20:45,80,15,6,50.24228251741495,29.64140225455092
2023-06-06 18:41:26,100,15,2,50.242996317617155,23.688104921883987
2023-07-02 13:24:42,46,19,5,98.960284934622,55.74862968620939
2023-07-13 02:47:05,81,8,8,48.300490567797524,19.36514403329962
2023-01-13 04:58:17,15,19,4,115.30198807289815,46.37630805496647
2023-03-07 04:08:53,1,2,6,70.35136279153545,41.32733228315924
2023-06-17 09:46:14,1,1,7,264.25202827841144,135.07684675597733
2023-02-11 12:38:45,54,12,7,200.56404704883187,104.59734226311437
2023-06-11 10:55:48,96,15,6,278.65400021769045,144.5397933974895
2023-08-03 18:02:25,92,18,8,281.349789127944,147.18044532809563
2023-02-15 15:25:50,18,18,10,253.26805786107045,136.1536298515905
2023-03-09 21:28:31,57,11,1,32.744921276673224,13.138371938110794
2023-01-22 07:46:08,46,5,8,172.90154938693917,81.274212489716
2023-05-05 06:21:50,96,2,9,426.0723725862336,234.07896916992533
2023-01-13 16:21:03,66,7,3,121.87536926578126,58.79495534095303
2023-04-05 07:03:11,40,6,5,81.21846888155912,45.7335746786324
2023-05-29 16:59:35,65,1,4,51.283449618687385,21.79962926983117
2023-08-14 19:15:55,56,1,5,129.5942653593612,77.50620165034692
2023-03-03 07:25:18,25,2,2,51.93263321286919,28.67169550900305
2023-07-20 23:39:47,71,2,5,117.66647318129465,59.88197937470532
2023-07-25 21:21:53,42,3,4,87.63559338868122,43.0127086480884
2023-04-21 19:33:48,53,12,10,498.3738955259986,287.6782455222083
2023-03-14 12:35:47,89,13,5,207.58468510232285,93.73655349639563
2023-08-07 13:36:17,65,12,6,84.71023061328113,46.032768193889
2023-05-25 19:51:28,42,11,6,135.48645718995704,64.83047500935118
2023-08-08 09:47:20,34,5,5,92.42749315860118,43.225983976193305
2023-04-30 22:39:50,62,16,5,34.998750882875,18.895449262408878
2023-06-08 21:48:38,20,14,9,216.06545832925673,87.05289804999211
2023-03-12 20:29:31,77,1,10,338.45182699662314,150.91391262295136
2023-02-20 20:07:10,20,18,6,244.25089609574803,118.11626404344615
2023-06-17 17:37:14,45,8,8,68.02081684604823,30.09021805116212
2023-06-25 09:28:21,52,12,1,49.78012607247854,27.67103379839803
2023-02-12 18:37:43,99,12,3,105.64417886534699,54.86830076836146
2023-04-22 04:54:18,28,3,2,63.02047680316483,25.5381774315994
2023-07-14 20:59:57,33,20,8,174.13390276140353,77.10458111775714
2023-08-03 01:03:46,18,8,3,92.7234397625409,47.42536247105229
2023-07-08 06:39:46,38,7,10,331.0831888637191,147.88251843038861
2023-07-22 08:55:09,57,18,2,50.3427187618549,20.796118309450367
2023-06-27 02:16:27,44,1,8,91.51749895155515,41.047387057636094
2023-05-16 18:47:44,59,6,6,264.22156877346634,118.19966654734519
2023-06-12 12:48:10,63,5,9,266.8124276313702,122.13607813750035
2023-04-08 22:36:47,92,14,8,264.7161849783275,147.92378938098042
2023-04-08 02:06:23,55,17,7,87.98497662957455,35.220308772460186
2023-06-24 22:52:52,87,16,1,9.986941145779294,4.588607766965457
2023-03-27 12:25:31,8,18,8,47.814231625606766,23.233749149994708
2023-01-01 21:41:42,87,11,4,128.17851030087348,62.71328649951508
2023-07-15 00:01:29,15,18,7,118.17254957506063,61.570677649391826
2023-08-07 02:55:26,70,14,6,147.1563912846073,63.742833428466625
2023-07-08 16:50:17,78,4,6,72.12557763353428,29.373991416542268
2023-08-11 06:54:19,33,3,7,300.0408545022632,155.62319997456504
2023-07-14 02:52:41,17,11,5,38.547118945786515,17.03581962553992
2023-08-10 15:51:39,82,15,10,161.3340681714554,70.32651818718196
2023-06-06 16:03:02,56,12,1,16.45649635264677,9.033290611003444
2023-05-17 15:11:12,63,7,1,9.543970748884192,5.270333697877457
2023-04-15 11:45:29,85,11,5,156.55946773236226,87.93217227350512
2023-02-03 16:24:14,7,4,7,307.3987419812652,134.71040872392194
2023-04-10 04:34:16,46,20,3,22.038751533145145,12.881566741061734
2023-07-18 19:32:59,43,4,10,341.8022832920674,152.45343597702652
2023-03-29 23:14:21,70,13,10,145.3444444270107,75.04322677280473
2023-05-13 04:40:11,36,6,9,213.64872925693982,113.85547788432126
